Density_Raw,source_file,initial_cells,time_step,x_coordinate,density_rolling_mean,density_gaussian
4.662e-06,density_1D_filter_3_t3_refine4.dat,14000,3,0.5263157894736842,3.9294e-05,2.5544143566347126e-05
1.8648e-05,density_1D_filter_3_t3_refine4.dat,14000,3,0.5526315789473684,2.2644e-05,1.976901846220106e-05
1.3986e-05,density_1D_filter_3_t3_refine4.dat,14000,3,0.5789473684210527,3.130142857142857e-05,2.4210211975522252e-05
3.2634e-05,density_1D_filter_3_t3_refine4.dat,14000,3,0.6052631578947368,5.0615714285714285e-05,3.83202697580634e-05
2.331e-05,density_1D_filter_3_t3_refine4.dat,14000,3,0.631578947368421,8.391542857142857e-05,6.736562140049652e-05
0.00010256,density_1D_filter_3_t3_refine4.dat,14000,3,0.6578947368421052,0.00014785142857142857,0.00011835747618151752
0.00015851,density_1D_filter_3_t3_refine4.dat,14000,3,0.6842105263157894,0.000231102,0.000197423804533803
0.00023776,density_1D_filter_3_t3_refine4.dat,14000,3,0.7105263157894737,0.00033100142857142855,0.00030736693519211244
0.0004662,density_1D_filter_3_t3_refine4.dat,14000,3,0.7368421052631579,0.00044688571428571434,0.0004395720200640664
0.00059674,density_1D_filter_3_t3_refine4.dat,14000,3,0.763157894736842,0.0005387942857142858,0.00057143102078868
0.00073193,density_1D_filter_3_t3_refine4.dat,14000,3,0.7894736842105263,0.00062937,0.0006777320907400336
0.0008345,density_1D_filter_3_t3_refine4.dat,14000,3,0.8157894736842105,0.0007132857142857143,0.0007452811175680723
0.00074592,density_1D_filter_3_t3_refine4.dat,14000,3,0.8421052631578947,0.0007818842857142857,0.0007826884654257752
0.00079254,density_1D_filter_3_t3_refine4.dat,14000,3,0.8684210526315789,0.0008305014285714285,0.0008139119741032952
0.00082517,density_1D_filter_3_t3_refine4.dat,14000,3,0.894736842105263,0.0008544785714285714,0.0008569516875163582
0.00094639,density_1D_filter_3_t3_refine4.dat,14000,3,0.9210526315789473,0.0009750214285714286,0.0009200242346324842
0.00093706,density_1D_filter_3_t3_refine4.dat,14000,3,0.9473684210526315,0.0010909042857142855,0.0010208930035672662
0.00089977,density_1D_filter_3_t3_refine4.dat,14000,3,0.9736842105263157,0.0012014557142857143,0.0011761626139051523
0.0016317,density_1D_filter_3_t5_refine4.dat,14000,5,0.0,0.0013672857142857145,0.0013980349594686597
